"rep";"lac";"mu";"gam";"laa";"K"
2;0,314400034607388;0,2;0,01;0,2;Inf
3;0,314400034607388;0,2;0,01;0,2;Inf
4;0,314400034607388;0,2;0,01;0,2;Inf
5;0,314400034607388;0,2;0,01;0,2;Inf
1;0,457630746182986;0,2;0,01;0,2;Inf
2;0,457630746182986;0,2;0,01;0,2;Inf
3;0,457630746182986;0,2;0,01;0,2;Inf
4;0,457630746182986;0,2;0,01;0,2;Inf
5;0,457630746182986;0,2;0,01;0,2;Inf
1;0,364243991184048;0,2;0,01;0,2;Inf
2;0,364243991184048;0,2;0,01;0,2;Inf
3;0,364243991184048;0,2;0,01;0,2;Inf
4;0,364243991184048;0,2;0,01;0,2;Inf
5;0,364243991184048;0,2;0,01;0,2;Inf
1;0,467427212547045;0,2;0,01;0,2;Inf
2;0,467427212547045;0,2;0,01;0,2;Inf
3;0,467427212547045;0,2;0,01;0,2;Inf
4;0,467427212547045;0,2;0,01;0,2;Inf
5;0,467427212547045;0,2;0,01;0,2;Inf
1;0,463834999059327;0,2;0,01;0,2;Inf
2;0,463834999059327;0,2;0,01;0,2;Inf
3;0,463834999059327;0,2;0,01;0,2;Inf
4;0,463834999059327;0,2;0,01;0,2;Inf
5;0,463834999059327;0,2;0,01;0,2;Inf
1;0,173106636712328;0,2;0,01;0,2;Inf
2;0,173106636712328;0,2;0,01;0,2;Inf
3;0,173106636712328;0,2;0,01;0,2;Inf
4;0,173106636712328;0,2;0,01;0,2;Inf
5;0,173106636712328;0,2;0,01;0,2;Inf
1;0,445741418236867;0,2;0,01;0,2;Inf
2;0,445741418236867;0,2;0,01;0,2;Inf
3;0,445741418236867;0,2;0,01;0,2;Inf
4;0,445741418236867;0,2;0,01;0,2;Inf
5;0,445741418236867;0,2;0,01;0,2;Inf
1;0,429889235540759;0,2;0,01;0,2;Inf
2;0,429889235540759;0,2;0,01;0,2;Inf
3;0,429889235540759;0,2;0,01;0,2;Inf
4;0,429889235540759;0,2;0,01;0,2;Inf
5;0,429889235540759;0,2;0,01;0,2;Inf
1;0,458056539529935;0,2;0,01;0,2;Inf
2;0,458056539529935;0,2;0,01;0,2;Inf
3;0,458056539529935;0,2;0,01;0,2;Inf
4;0,458056539529935;0,2;0,01;0,2;Inf
5;0,458056539529935;0,2;0,01;0,2;Inf
1;0,121256026637275;0,2;0,01;0,2;Inf
2;0,121256026637275;0,2;0,01;0,2;Inf
3;0,121256026637275;0,2;0,01;0,2;Inf
4;0,121256026637275;0,2;0,01;0,2;Inf
5;0,121256026637275;0,2;0,01;0,2;Inf
1;0,369062594138086;0,2;0,01;0,2;Inf
2;0,369062594138086;0,2;0,01;0,2;Inf
3;0,369062594138086;0,2;0,01;0,2;Inf
4;0,369062594138086;0,2;0,01;0,2;Inf
5;0,369062594138086;0,2;0,01;0,2;Inf
1;0,455310255999211;0,2;0,01;0,2;Inf
2;0,455310255999211;0,2;0,01;0,2;Inf
3;0,455310255999211;0,2;0,01;0,2;Inf
4;0,455310255999211;0,2;0,01;0,2;Inf
5;0,455310255999211;0,2;0,01;0,2;Inf
1;0,392337271966971;0,2;0,01;0,2;Inf
2;0,392337271966971;0,2;0,01;0,2;Inf
3;0,392337271966971;0,2;0,01;0,2;Inf
4;0,392337271966971;0,2;0,01;0,2;Inf
5;0,392337271966971;0,2;0,01;0,2;Inf
1;0,283017160254531;0,2;0,01;0,2;Inf
2;0,283017160254531;0,2;0,01;0,2;Inf
3;0,283017160254531;0,2;0,01;0,2;Inf
4;0,283017160254531;0,2;0,01;0,2;Inf
5;0,283017160254531;0,2;0,01;0,2;Inf
1;0,0896120023564436;0,2;0,01;0,2;Inf
2;0,0896120023564436;0,2;0,01;0,2;Inf
3;0,0896120023564436;0,2;0,01;0,2;Inf
4;0,0896120023564436;0,2;0,01;0,2;Inf
5;0,0896120023564436;0,2;0,01;0,2;Inf
1;0,480550294718705;0,2;0,01;0,2;Inf
2;0,480550294718705;0,2;0,01;0,2;Inf
3;0,480550294718705;0,2;0,01;0,2;Inf
4;0,480550294718705;0,2;0,01;0,2;Inf
5;0,480550294718705;0,2;0,01;0,2;Inf
1;0,401515758526512;0,2;0,01;0,2;Inf
2;0,401515758526512;0,2;0,01;0,2;Inf
3;0,401515758526512;0,2;0,01;0,2;Inf
4;0,401515758526512;0,2;0,01;0,2;Inf
5;0,401515758526512;0,2;0,01;0,2;Inf
1;0,245517135248519;0,2;0,01;0,2;Inf
2;0,245517135248519;0,2;0,01;0,2;Inf
3;0,245517135248519;0,2;0,01;0,2;Inf
4;0,245517135248519;0,2;0,01;0,2;Inf
5;0,245517135248519;0,2;0,01;0,2;Inf
1;0,467934190179221;0,2;0,01;0,2;Inf
2;0,467934190179221;0,2;0,01;0,2;Inf
3;0,467934190179221;0,2;0,01;0,2;Inf
4;0,467934190179221;0,2;0,01;0,2;Inf
5;0,467934190179221;0,2;0,01;0,2;Inf
1;0,234240338136442;0,2;0,01;0,2;Inf
2;0,234240338136442;0,2;0,01;0,2;Inf
3;0,234240338136442;0,2;0,01;0,2;Inf
4;0,234240338136442;0,2;0,01;0,2;Inf
5;0,234240338136442;0,2;0,01;0,2;Inf
1;0,212351294932887;0,2;0,01;0,2;Inf
2;0,212351294932887;0,2;0,01;0,2;Inf
3;0,212351294932887;0,2;0,01;0,2;Inf
4;0,212351294932887;0,2;0,01;0,2;Inf
5;0,212351294932887;0,2;0,01;0,2;Inf
1;0,137734642287251;0,2;0,01;0,2;Inf
2;0,137734642287251;0,2;0,01;0,2;Inf
3;0,137734642287251;0,2;0,01;0,2;Inf
4;0,137734642287251;0,2;0,01;0,2;Inf
5;0,137734642287251;0,2;0,01;0,2;Inf
1;0,305869408813305;0,2;0,01;0,2;Inf
2;0,305869408813305;0,2;0,01;0,2;Inf
3;0,305869408813305;0,2;0,01;0,2;Inf
4;0,305869408813305;0,2;0,01;0,2;Inf
5;0,305869408813305;0,2;0,01;0,2;Inf
1;0,253841506084427;0,2;0,01;0,2;Inf
2;0,253841506084427;0,2;0,01;0,2;Inf
3;0,253841506084427;0,2;0,01;0,2;Inf
4;0,253841506084427;0,2;0,01;0,2;Inf
5;0,253841506084427;0,2;0,01;0,2;Inf
1;0,066707154631149;0,2;0,01;0,2;Inf
2;0,066707154631149;0,2;0,01;0,2;Inf
3;0,066707154631149;0,2;0,01;0,2;Inf
4;0,066707154631149;0,2;0,01;0,2;Inf
5;0,066707154631149;0,2;0,01;0,2;Inf
1;0,362753296736628;0,2;0,01;0,2;Inf
2;0,362753296736628;0,2;0,01;0,2;Inf
3;0,362753296736628;0,2;0,01;0,2;Inf
4;0,362753296736628;0,2;0,01;0,2;Inf
5;0,362753296736628;0,2;0,01;0,2;Inf
1;0,447613947768696;0,2;0,01;0,2;Inf
2;0,447613947768696;0,2;0,01;0,2;Inf
3;0,447613947768696;0,2;0,01;0,2;Inf
4;0,447613947768696;0,2;0,01;0,2;Inf
5;0,447613947768696;0,2;0,01;0,2;Inf
1;0,0867078220006079;0,2;0,01;0,2;Inf
2;0,0867078220006079;0,2;0,01;0,2;Inf
3;0,0867078220006079;0,2;0,01;0,2;Inf
4;0,0867078220006079;0,2;0,01;0,2;Inf
5;0,0867078220006079;0,2;0,01;0,2;Inf
1;0,369592027307954;0,2;0,01;0,2;Inf
2;0,369592027307954;0,2;0,01;0,2;Inf
3;0,369592027307954;0,2;0,01;0,2;Inf
4;0,369592027307954;0,2;0,01;0,2;Inf
5;0,369592027307954;0,2;0,01;0,2;Inf
1;0,202400907385163;0,2;0,01;0,2;Inf
2;0,202400907385163;0,2;0,01;0,2;Inf
3;0,202400907385163;0,2;0,01;0,2;Inf
4;0,202400907385163;0,2;0,01;0,2;Inf
5;0,202400907385163;0,2;0,01;0,2;Inf
1;0,3;0,360103913140483;0,01;0,2;Inf
2;0,3;0,360103913140483;0,01;0,2;Inf
3;0,3;0,360103913140483;0,01;0,2;Inf
4;0,3;0,360103913140483;0,01;0,2;Inf
5;0,3;0,360103913140483;0,01;0,2;Inf
1;0,3;0,240390075428877;0,01;0,2;Inf
2;0,3;0,240390075428877;0,01;0,2;Inf
3;0,3;0,240390075428877;0,01;0,2;Inf
4;0,3;0,240390075428877;0,01;0,2;Inf
5;0,3;0,240390075428877;0,01;0,2;Inf
1;0,3;0,489414048672188;0,01;0,2;Inf
2;0,3;0,489414048672188;0,01;0,2;Inf
3;0,3;0,489414048672188;0,01;0,2;Inf
4;0,3;0,489414048672188;0,01;0,2;Inf
5;0,3;0,489414048672188;0,01;0,2;Inf
1;0,3;0,0671771535067819;0,01;0,2;Inf
2;0,3;0,0671771535067819;0,01;0,2;Inf
3;0,3;0,0671771535067819;0,01;0,2;Inf
4;0,3;0,0671771535067819;0,01;0,2;Inf
5;0,3;0,0671771535067819;0,01;0,2;Inf
1;0,3;0,0634465232607909;0,01;0,2;Inf
2;0,3;0,0634465232607909;0,01;0,2;Inf
3;0,3;0,0634465232607909;0,01;0,2;Inf
4;0,3;0,0634465232607909;0,01;0,2;Inf
5;0,3;0,0634465232607909;0,01;0,2;Inf
1;0,3;0,152520936494693;0,01;0,2;Inf
2;0,3;0,152520936494693;0,01;0,2;Inf
3;0,3;0,152520936494693;0,01;0,2;Inf
4;0,3;0,152520936494693;0,01;0,2;Inf
5;0,3;0,152520936494693;0,01;0,2;Inf
1;0,3;0,135762509447522;0,01;0,2;Inf
2;0,3;0,135762509447522;0,01;0,2;Inf
3;0,3;0,135762509447522;0,01;0,2;Inf
4;0,3;0,135762509447522;0,01;0,2;Inf
5;0,3;0,135762509447522;0,01;0,2;Inf
1;0,3;0,287422709097154;0,01;0,2;Inf
2;0,3;0,287422709097154;0,01;0,2;Inf
3;0,3;0,287422709097154;0,01;0,2;Inf
4;0,3;0,287422709097154;0,01;0,2;Inf
5;0,3;0,287422709097154;0,01;0,2;Inf
1;0,3;0,242083715240005;0,01;0,2;Inf
2;0,3;0,242083715240005;0,01;0,2;Inf
3;0,3;0,242083715240005;0,01;0,2;Inf
4;0,3;0,242083715240005;0,01;0,2;Inf
5;0,3;0,242083715240005;0,01;0,2;Inf
1;0,3;0,331308246369008;0,01;0,2;Inf
2;0,3;0,331308246369008;0,01;0,2;Inf
3;0,3;0,331308246369008;0,01;0,2;Inf
4;0,3;0,331308246369008;0,01;0,2;Inf
5;0,3;0,331308246369008;0,01;0,2;Inf
1;0,3;0,191206379176583;0,01;0,2;Inf
2;0,3;0,191206379176583;0,01;0,2;Inf
3;0,3;0,191206379176583;0,01;0,2;Inf
4;0,3;0,191206379176583;0,01;0,2;Inf
5;0,3;0,191206379176583;0,01;0,2;Inf
1;0,3;0,401673527946696;0,01;0,2;Inf
2;0,3;0,401673527946696;0,01;0,2;Inf
3;0,3;0,401673527946696;0,01;0,2;Inf
4;0,3;0,401673527946696;0,01;0,2;Inf
5;0,3;0,401673527946696;0,01;0,2;Inf
1;0,3;0,0805996372597292;0,01;0,2;Inf
2;0,3;0,0805996372597292;0,01;0,2;Inf
3;0,3;0,0805996372597292;0,01;0,2;Inf
4;0,3;0,0805996372597292;0,01;0,2;Inf
5;0,3;0,0805996372597292;0,01;0,2;Inf
1;0,3;0,368497453012969;0,01;0,2;Inf
2;0,3;0,368497453012969;0,01;0,2;Inf
3;0,3;0,368497453012969;0,01;0,2;Inf
4;0,3;0,368497453012969;0,01;0,2;Inf
5;0,3;0,368497453012969;0,01;0,2;Inf
1;0,3;0,116524471947923;0,01;0,2;Inf
2;0,3;0,116524471947923;0,01;0,2;Inf
3;0,3;0,116524471947923;0,01;0,2;Inf
4;0,3;0,116524471947923;0,01;0,2;Inf
5;0,3;0,116524471947923;0,01;0,2;Inf
1;0,3;0,15415226429468;0,01;0,2;Inf
2;0,3;0,15415226429468;0,01;0,2;Inf
3;0,3;0,15415226429468;0,01;0,2;Inf
4;0,3;0,15415226429468;0,01;0,2;Inf
5;0,3;0,15415226429468;0,01;0,2;Inf
1;0,3;0,111419396183919;0,01;0,2;Inf
2;0,3;0,111419396183919;0,01;0,2;Inf
3;0,3;0,111419396183919;0,01;0,2;Inf
4;0,3;0,111419396183919;0,01;0,2;Inf
5;0,3;0,111419396183919;0,01;0,2;Inf
1;0,3;0,074988781218417;0,01;0,2;Inf
2;0,3;0,074988781218417;0,01;0,2;Inf
3;0,3;0,074988781218417;0,01;0,2;Inf
4;0,3;0,074988781218417;0,01;0,2;Inf
5;0,3;0,074988781218417;0,01;0,2;Inf
1;0,3;0,0729234205558896;0,01;0,2;Inf
2;0,3;0,0729234205558896;0,01;0,2;Inf
3;0,3;0,0729234205558896;0,01;0,2;Inf
4;0,3;0,0729234205558896;0,01;0,2;Inf
5;0,3;0,0729234205558896;0,01;0,2;Inf
1;0,3;0,0933280729223043;0,01;0,2;Inf
2;0,3;0,0933280729223043;0,01;0,2;Inf
3;0,3;0,0933280729223043;0,01;0,2;Inf
4;0,3;0,0933280729223043;0,01;0,2;Inf
5;0,3;0,0933280729223043;0,01;0,2;Inf
1;0,3;0,458692377293482;0,01;0,2;Inf
2;0,3;0,458692377293482;0,01;0,2;Inf
3;0,3;0,458692377293482;0,01;0,2;Inf
4;0,3;0,458692377293482;0,01;0,2;Inf
5;0,3;0,458692377293482;0,01;0,2;Inf
1;0,3;0,416639323229901;0,01;0,2;Inf
2;0,3;0,416639323229901;0,01;0,2;Inf
3;0,3;0,416639323229901;0,01;0,2;Inf
4;0,3;0,416639323229901;0,01;0,2;Inf
5;0,3;0,416639323229901;0,01;0,2;Inf
1;0,3;0,333811187429819;0,01;0,2;Inf
2;0,3;0,333811187429819;0,01;0,2;Inf
3;0,3;0,333811187429819;0,01;0,2;Inf
4;0,3;0,333811187429819;0,01;0,2;Inf
5;0,3;0,333811187429819;0,01;0,2;Inf
1;0,3;0,490147119865287;0,01;0,2;Inf
2;0,3;0,490147119865287;0,01;0,2;Inf
3;0,3;0,490147119865287;0,01;0,2;Inf
4;0,3;0,490147119865287;0,01;0,2;Inf
5;0,3;0,490147119865287;0,01;0,2;Inf
1;0,3;0,418086882831994;0,01;0,2;Inf
2;0,3;0,418086882831994;0,01;0,2;Inf
3;0,3;0,418086882831994;0,01;0,2;Inf
4;0,3;0,418086882831994;0,01;0,2;Inf
5;0,3;0,418086882831994;0,01;0,2;Inf
1;0,3;0,427972155774478;0,01;0,2;Inf
2;0,3;0,427972155774478;0,01;0,2;Inf
3;0,3;0,427972155774478;0,01;0,2;Inf
4;0,3;0,427972155774478;0,01;0,2;Inf
5;0,3;0,427972155774478;0,01;0,2;Inf
1;0,3;0,377342843159568;0,01;0,2;Inf
2;0,3;0,377342843159568;0,01;0,2;Inf
3;0,3;0,377342843159568;0,01;0,2;Inf
4;0,3;0,377342843159568;0,01;0,2;Inf
5;0,3;0,377342843159568;0,01;0,2;Inf
1;0,3;0,247968772880267;0,01;0,2;Inf
2;0,3;0,247968772880267;0,01;0,2;Inf
3;0,3;0,247968772880267;0,01;0,2;Inf
4;0,3;0,247968772880267;0,01;0,2;Inf
5;0,3;0,247968772880267;0,01;0,2;Inf
1;0,3;0,315682507283054;0,01;0,2;Inf
2;0,3;0,315682507283054;0,01;0,2;Inf
3;0,3;0,315682507283054;0,01;0,2;Inf
4;0,3;0,315682507283054;0,01;0,2;Inf
5;0,3;0,315682507283054;0,01;0,2;Inf
1;0,3;0,279843265551608;0,01;0,2;Inf
2;0,3;0,279843265551608;0,01;0,2;Inf
3;0,3;0,279843265551608;0,01;0,2;Inf
4;0,3;0,279843265551608;0,01;0,2;Inf
5;0,3;0,279843265551608;0,01;0,2;Inf
1;0,3;0,1373535552877;0,01;0,2;Inf
2;0,3;0,1373535552877;0,01;0,2;Inf
3;0,3;0,1373535552877;0,01;0,2;Inf
4;0,3;0,1373535552877;0,01;0,2;Inf
5;0,3;0,1373535552877;0,01;0,2;Inf
1;0,3;0,30369294078555;0,01;0,2;Inf
2;0,3;0,30369294078555;0,01;0,2;Inf
3;0,3;0,30369294078555;0,01;0,2;Inf
4;0,3;0,30369294078555;0,01;0,2;Inf
5;0,3;0,30369294078555;0,01;0,2;Inf
1;0,3;0,34794939015992;0,01;0,2;Inf
2;0,3;0,34794939015992;0,01;0,2;Inf
3;0,3;0,34794939015992;0,01;0,2;Inf
4;0,3;0,34794939015992;0,01;0,2;Inf
5;0,3;0,34794939015992;0,01;0,2;Inf
1;0,3;0,421840637386777;0,01;0,2;Inf
2;0,3;0,421840637386777;0,01;0,2;Inf
3;0,3;0,421840637386777;0,01;0,2;Inf
4;0,3;0,421840637386777;0,01;0,2;Inf
5;0,3;0,421840637386777;0,01;0,2;Inf
1;0,3;0,244154468504712;0,01;0,2;Inf
2;0,3;0,244154468504712;0,01;0,2;Inf
3;0,3;0,244154468504712;0,01;0,2;Inf
4;0,3;0,244154468504712;0,01;0,2;Inf
5;0,3;0,244154468504712;0,01;0,2;Inf
1;0,3;0,12905827468494;0,01;0,2;Inf
2;0,3;0,12905827468494;0,01;0,2;Inf
3;0,3;0,12905827468494;0,01;0,2;Inf
4;0,3;0,12905827468494;0,01;0,2;Inf
5;0,3;0,12905827468494;0,01;0,2;Inf
1;0,3;0,303626914019696;0,01;0,2;Inf
2;0,3;0,303626914019696;0,01;0,2;Inf
3;0,3;0,303626914019696;0,01;0,2;Inf
4;0,3;0,303626914019696;0,01;0,2;Inf
5;0,3;0,303626914019696;0,01;0,2;Inf
1;0,3;0,344230249407701;0,01;0,2;Inf
2;0,3;0,344230249407701;0,01;0,2;Inf
3;0,3;0,344230249407701;0,01;0,2;Inf
4;0,3;0,344230249407701;0,01;0,2;Inf
5;0,3;0,344230249407701;0,01;0,2;Inf
1;0,3;0,365005648648366;0,01;0,2;Inf
2;0,3;0,365005648648366;0,01;0,2;Inf
3;0,3;0,365005648648366;0,01;0,2;Inf
4;0,3;0,365005648648366;0,01;0,2;Inf
5;0,3;0,365005648648366;0,01;0,2;Inf
1;0,3;0,142796131421346;0,01;0,2;Inf
2;0,3;0,142796131421346;0,01;0,2;Inf
3;0,3;0,142796131421346;0,01;0,2;Inf
4;0,3;0,142796131421346;0,01;0,2;Inf
5;0,3;0,142796131421346;0,01;0,2;Inf
1;0,3;0,0561187103157863;0,01;0,2;Inf
2;0,3;0,0561187103157863;0,01;0,2;Inf
3;0,3;0,0561187103157863;0,01;0,2;Inf
4;0,3;0,0561187103157863;0,01;0,2;Inf
5;0,3;0,0561187103157863;0,01;0,2;Inf
1;0,3;0,201714662427548;0,01;0,2;Inf
2;0,3;0,201714662427548;0,01;0,2;Inf
3;0,3;0,201714662427548;0,01;0,2;Inf
4;0,3;0,201714662427548;0,01;0,2;Inf
5;0,3;0,201714662427548;0,01;0,2;Inf
1;0,3;0,23094472772209;0,01;0,2;Inf
2;0,3;0,23094472772209;0,01;0,2;Inf
3;0,3;0,23094472772209;0,01;0,2;Inf
4;0,3;0,23094472772209;0,01;0,2;Inf
5;0,3;0,23094472772209;0,01;0,2;Inf
1;0,3;0,354060767358169;0,01;0,2;Inf
2;0,3;0,354060767358169;0,01;0,2;Inf
3;0,3;0,354060767358169;0,01;0,2;Inf
4;0,3;0,354060767358169;0,01;0,2;Inf
5;0,3;0,354060767358169;0,01;0,2;Inf
1;0,3;0,0845504210214131;0,01;0,2;Inf
2;0,3;0,0845504210214131;0,01;0,2;Inf
3;0,3;0,0845504210214131;0,01;0,2;Inf
4;0,3;0,0845504210214131;0,01;0,2;Inf
5;0,3;0,0845504210214131;0,01;0,2;Inf
1;0,3;0,114073096564971;0,01;0,2;Inf
2;0,3;0,114073096564971;0,01;0,2;Inf
3;0,3;0,114073096564971;0,01;0,2;Inf
4;0,3;0,114073096564971;0,01;0,2;Inf
5;0,3;0,114073096564971;0,01;0,2;Inf
1;0,3;0,398268264532089;0,01;0,2;Inf
2;0,3;0,398268264532089;0,01;0,2;Inf
3;0,3;0,398268264532089;0,01;0,2;Inf
4;0,3;0,398268264532089;0,01;0,2;Inf
5;0,3;0,398268264532089;0,01;0,2;Inf
1;0,3;0,142734649742488;0,01;0,2;Inf
2;0,3;0,142734649742488;0,01;0,2;Inf
3;0,3;0,142734649742488;0,01;0,2;Inf
4;0,3;0,142734649742488;0,01;0,2;Inf
5;0,3;0,142734649742488;0,01;0,2;Inf
1;0,3;0,39984532694798;0,01;0,2;Inf
2;0,3;0,39984532694798;0,01;0,2;Inf
3;0,3;0,39984532694798;0,01;0,2;Inf
4;0,3;0,39984532694798;0,01;0,2;Inf
5;0,3;0,39984532694798;0,01;0,2;Inf
1;0,3;0,233712373685557;0,01;0,2;Inf
2;0,3;0,233712373685557;0,01;0,2;Inf
3;0,3;0,233712373685557;0,01;0,2;Inf
4;0,3;0,233712373685557;0,01;0,2;Inf
5;0,3;0,233712373685557;0,01;0,2;Inf
1;0,3;0,2;0,019712748483289;0,2;Inf
2;0,3;0,2;0,019712748483289;0,2;Inf
3;0,3;0,2;0,019712748483289;0,2;Inf
4;0,3;0,2;0,019712748483289;0,2;Inf
5;0,3;0,2;0,019712748483289;0,2;Inf
1;0,3;0,2;0,00506270979880355;0,2;Inf
2;0,3;0,2;0,00506270979880355;0,2;Inf
3;0,3;0,2;0,00506270979880355;0,2;Inf
4;0,3;0,2;0,00506270979880355;0,2;Inf
5;0,3;0,2;0,00506270979880355;0,2;Inf
1;0,3;0,2;0,00917536661727354;0,2;Inf
2;0,3;0,2;0,00917536661727354;0,2;Inf
3;0,3;0,2;0,00917536661727354;0,2;Inf
4;0,3;0,2;0,00917536661727354;0,2;Inf
5;0,3;0,2;0,00917536661727354;0,2;Inf
1;0,3;0,2;0,0145490994211286;0,2;Inf
2;0,3;0,2;0,0145490994211286;0,2;Inf
3;0,3;0,2;0,0145490994211286;0,2;Inf
4;0,3;0,2;0,0145490994211286;0,2;Inf
5;0,3;0,2;0,0145490994211286;0,2;Inf
1;0,3;0,2;0,00802998415194452;0,2;Inf
2;0,3;0,2;0,00802998415194452;0,2;Inf
3;0,3;0,2;0,00802998415194452;0,2;Inf
4;0,3;0,2;0,00802998415194452;0,2;Inf
5;0,3;0,2;0,00802998415194452;0,2;Inf
1;0,3;0,2;0,0168072801921517;0,2;Inf
2;0,3;0,2;0,0168072801921517;0,2;Inf
3;0,3;0,2;0,0168072801921517;0,2;Inf
4;0,3;0,2;0,0168072801921517;0,2;Inf
5;0,3;0,2;0,0168072801921517;0,2;Inf
1;0,3;0,2;0,00632898759329692;0,2;Inf
2;0,3;0,2;0,00632898759329692;0,2;Inf
3;0,3;0,2;0,00632898759329692;0,2;Inf
